network_element_id,metric,start,end,duration_periods,duration_hours,worst_value,mean_value,threshold,breach_direction
SITE_J,call_drop_rate_pct,2025-01-04 15:00:00,2025-01-04 17:00:00,9,2.25,3.65,3.5162,2.0,above
SITE_D,call_drop_rate_pct,2025-01-21 06:30:00,2025-01-21 07:30:00,5,1.25,3.588,3.457,2.0,above
SITE_D,call_drop_rate_pct,2025-01-10 12:00:00,2025-01-10 13:00:00,5,1.25,3.629,3.51,2.0,above
SITE_C,call_drop_rate_pct,2025-01-14 11:00:00,2025-01-14 12:00:00,5,1.25,3.56,3.4964,2.0,above
SITE_A,call_drop_rate_pct,2025-01-25 04:30:00,2025-01-25 05:30:00,5,1.25,3.609,3.506,2.0,above
SITE_C,call_drop_rate_pct,2025-01-18 05:15:00,2025-01-18 06:15:00,5,1.25,3.57,3.4424,2.0,above
SITE_D,call_drop_rate_pct,2025-01-27 00:45:00,2025-01-27 01:45:00,5,1.25,3.683,3.5198,2.0,above
SITE_E,call_drop_rate_pct,2025-01-13 17:00:00,2025-01-13 18:00:00,5,1.25,3.823,3.5992,2.0,above
SITE_I,call_drop_rate_pct,2025-01-05 10:30:00,2025-01-05 11:30:00,5,1.25,3.537,3.4546,2.0,above
SITE_H,call_drop_rate_pct,2025-01-16 02:15:00,2025-01-16 03:15:00,5,1.25,3.701,3.4698,2.0,above
SITE_H,call_drop_rate_pct,2025-01-05 01:45:00,2025-01-05 02:45:00,5,1.25,3.624,3.485,2.0,above
SITE_I,call_drop_rate_pct,2025-01-28 17:45:00,2025-01-28 18:45:00,5,1.25,3.578,3.5404,2.0,above
SITE_L,call_drop_rate_pct,2025-01-08 01:30:00,2025-01-08 02:30:00,5,1.25,3.653,3.4918,2.0,above
SITE_L,call_drop_rate_pct,2025-01-21 17:30:00,2025-01-21 18:30:00,5,1.25,3.613,3.4324,2.0,above
SITE_L,call_drop_rate_pct,2025-01-30 01:45:00,2025-01-30 02:45:00,5,1.25,3.637,3.4672,2.0,above
SITE_A,rach_success_rate_pct,2025-01-03 14:30:00,2025-01-03 20:30:00,25,6.25,90.291,91.1772,95.0,below
SITE_C,rach_success_rate_pct,2025-01-12 15:45:00,2025-01-12 21:45:00,25,6.25,90.453,90.9917,95.0,below
SITE_C,rach_success_rate_pct,2025-01-04 13:00:00,2025-01-04 19:00:00,25,6.25,90.425,90.9447,95.0,below
SITE_C,rach_success_rate_pct,2025-01-23 07:00:00,2025-01-23 13:00:00,25,6.25,89.961,90.9289,95.0,below
SITE_F,rach_success_rate_pct,2025-01-22 15:30:00,2025-01-22 21:30:00,25,6.25,90.378,90.917,95.0,below
SITE_K,rach_success_rate_pct,2025-01-14 14:45:00,2025-01-14 20:45:00,25,6.25,90.326,91.0014,95.0,below
SITE_K,rach_success_rate_pct,2025-01-08 14:30:00,2025-01-08 20:30:00,25,6.25,90.243,90.9772,95.0,below
SITE_F,rach_success_rate_pct,2025-01-15 09:15:00,2025-01-15 14:15:00,21,5.25,90.241,91.0016,95.0,below
SITE_E,rach_success_rate_pct,2025-01-11 20:30:00,2025-01-12 01:30:00,21,5.25,90.085,91.0163,95.0,below
SITE_D,rach_success_rate_pct,2025-01-05 15:45:00,2025-01-05 20:45:00,21,5.25,90.382,91.0833,95.0,below
SITE_A,rach_success_rate_pct,2025-01-10 18:00:00,2025-01-10 23:00:00,21,5.25,90.453,91.2043,95.0,below
SITE_H,rach_success_rate_pct,2025-01-21 21:00:00,2025-01-22 02:00:00,21,5.25,90.28,90.9142,95.0,below
SITE_H,rach_success_rate_pct,2025-01-12 17:30:00,2025-01-12 22:30:00,21,5.25,90.147,90.8382,95.0,below
SITE_A,rach_success_rate_pct,2025-01-01 15:15:00,2025-01-01 20:15:00,21,5.25,90.282,91.1997,95.0,below
SITE_C,rach_success_rate_pct,2025-01-17 12:15:00,2025-01-17 17:15:00,21,5.25,90.022,90.9627,95.0,below
SITE_K,rach_success_rate_pct,2025-01-27 05:45:00,2025-01-27 10:45:00,21,5.25,90.508,91.0797,95.0,below
SITE_G,rach_success_rate_pct,2025-01-24 18:30:00,2025-01-24 22:30:00,17,4.25,90.11,90.9984,95.0,below
SITE_J,rach_success_rate_pct,2025-01-11 03:30:00,2025-01-11 07:30:00,17,4.25,90.038,90.9525,95.0,below
SITE_H,rach_success_rate_pct,2025-01-03 05:00:00,2025-01-03 09:00:00,17,4.25,89.95,90.9289,95.0,below
SITE_C,rach_success_rate_pct,2025-01-20 18:30:00,2025-01-20 22:30:00,17,4.25,90.402,91.0229,95.0,below
SITE_K,rach_success_rate_pct,2025-01-20 01:15:00,2025-01-20 05:15:00,17,4.25,90.15,90.9197,95.0,below
SITE_J,rach_success_rate_pct,2025-01-28 03:45:00,2025-01-28 07:45:00,17,4.25,90.195,91.0527,95.0,below
SITE_L,rach_success_rate_pct,2025-01-07 10:30:00,2025-01-07 14:30:00,17,4.25,90.544,91.0638,95.0,below
SITE_D,rach_success_rate_pct,2025-01-03 05:30:00,2025-01-03 09:30:00,17,4.25,90.295,91.0281,95.0,below
SITE_A,rach_success_rate_pct,2025-01-07 08:15:00,2025-01-07 12:15:00,17,4.25,90.462,90.9384,95.0,below
SITE_G,rach_success_rate_pct,2025-01-03 15:00:00,2025-01-03 19:00:00,17,4.25,90.577,90.9834,95.0,below
SITE_D,rach_success_rate_pct,2025-01-16 15:30:00,2025-01-16 18:30:00,13,3.25,89.537,91.0343,95.0,below
SITE_J,rach_success_rate_pct,2025-01-23 03:15:00,2025-01-23 06:15:00,13,3.25,90.155,90.9493,95.0,below
SITE_A,rach_success_rate_pct,2025-01-08 17:00:00,2025-01-08 20:00:00,13,3.25,90.342,91.0381,95.0,below
SITE_F,rach_success_rate_pct,2025-01-02 05:15:00,2025-01-02 08:15:00,13,3.25,89.979,90.7989,95.0,below
SITE_G,rach_success_rate_pct,2025-01-27 16:15:00,2025-01-27 19:15:00,13,3.25,90.619,91.0581,95.0,below
SITE_K,rach_success_rate_pct,2025-01-09 14:30:00,2025-01-09 17:30:00,13,3.25,90.735,91.0984,95.0,below
SITE_J,rach_success_rate_pct,2025-01-11 13:15:00,2025-01-11 16:15:00,13,3.25,90.579,91.143,95.0,below
SITE_J,rach_success_rate_pct,2025-01-19 09:15:00,2025-01-19 12:15:00,13,3.25,90.14,90.8765,95.0,below
SITE_L,rach_success_rate_pct,2025-01-17 08:00:00,2025-01-17 11:00:00,13,3.25,90.354,91.0134,95.0,below
SITE_H,rach_success_rate_pct,2025-01-20 16:30:00,2025-01-20 19:30:00,13,3.25,90.178,90.9898,95.0,below
SITE_G,rach_success_rate_pct,2025-01-23 01:30:00,2025-01-23 04:30:00,13,3.25,90.297,91.0885,95.0,below
SITE_G,rach_success_rate_pct,2025-01-22 03:15:00,2025-01-22 06:15:00,13,3.25,90.358,90.7938,95.0,below
SITE_I,rach_success_rate_pct,2025-01-15 01:30:00,2025-01-15 03:30:00,9,2.25,90.187,90.8499,95.0,below
SITE_B,rach_success_rate_pct,2025-01-25 23:45:00,2025-01-26 01:45:00,9,2.25,90.083,90.9249,95.0,below
SITE_G,rach_success_rate_pct,2025-01-08 19:15:00,2025-01-08 21:15:00,9,2.25,90.632,91.1199,95.0,below
SITE_E,rach_success_rate_pct,2025-01-16 07:30:00,2025-01-16 09:30:00,9,2.25,90.046,90.7089,95.0,below
SITE_A,rach_success_rate_pct,2025-01-18 05:15:00,2025-01-18 07:15:00,9,2.25,90.493,90.818,95.0,below
SITE_D,rach_success_rate_pct,2025-01-13 09:00:00,2025-01-13 11:00:00,9,2.25,90.489,91.0462,95.0,below
SITE_H,rach_success_rate_pct,2025-01-15 10:00:00,2025-01-15 12:00:00,9,2.25,90.12,91.2858,95.0,below
SITE_G,rach_success_rate_pct,2025-01-13 19:15:00,2025-01-13 21:15:00,9,2.25,90.495,90.9543,95.0,below
SITE_E,rach_success_rate_pct,2025-01-10 17:00:00,2025-01-10 19:00:00,9,2.25,90.466,91.0007,95.0,below
SITE_K,rach_success_rate_pct,2025-01-29 05:30:00,2025-01-29 07:30:00,9,2.25,90.52,90.9974,95.0,below
SITE_J,rach_success_rate_pct,2025-01-04 15:00:00,2025-01-04 17:00:00,9,2.25,90.24,90.9442,95.0,below
SITE_D,rach_success_rate_pct,2025-01-21 06:30:00,2025-01-21 07:30:00,5,1.25,90.67,91.1572,95.0,below
SITE_D,rach_success_rate_pct,2025-01-10 12:00:00,2025-01-10 13:00:00,5,1.25,90.272,90.7228,95.0,below
SITE_C,rach_success_rate_pct,2025-01-14 11:00:00,2025-01-14 12:00:00,5,1.25,90.644,91.1104,95.0,below
SITE_A,rach_success_rate_pct,2025-01-25 04:30:00,2025-01-25 05:30:00,5,1.25,90.625,91.049,95.0,below
SITE_C,rach_success_rate_pct,2025-01-18 05:15:00,2025-01-18 06:15:00,5,1.25,90.787,91.0908,95.0,below
SITE_D,rach_success_rate_pct,2025-01-27 00:45:00,2025-01-27 01:45:00,5,1.25,90.115,91.0094,95.0,below
SITE_E,rach_success_rate_pct,2025-01-13 17:00:00,2025-01-13 18:00:00,5,1.25,90.685,90.9634,95.0,below
SITE_I,rach_success_rate_pct,2025-01-05 10:30:00,2025-01-05 11:30:00,5,1.25,90.567,91.1312,95.0,below
SITE_H,rach_success_rate_pct,2025-01-16 02:15:00,2025-01-16 03:15:00,5,1.25,90.998,91.211,95.0,below
SITE_H,rach_success_rate_pct,2025-01-05 01:45:00,2025-01-05 02:45:00,5,1.25,90.287,90.6146,95.0,below
SITE_I,rach_success_rate_pct,2025-01-28 17:45:00,2025-01-28 18:45:00,5,1.25,90.93,91.408,95.0,below
SITE_L,rach_success_rate_pct,2025-01-08 01:30:00,2025-01-08 02:30:00,5,1.25,90.665,91.2094,95.0,below
SITE_L,rach_success_rate_pct,2025-01-21 17:30:00,2025-01-21 18:30:00,5,1.25,90.606,90.9862,95.0,below
SITE_L,rach_success_rate_pct,2025-01-30 01:45:00,2025-01-30 02:45:00,5,1.25,90.488,90.856,95.0,below
